eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
1,1,1,44,2,8,4,4,4,4,1,4311,34,50.37,42,1,NA,NA,1,NA,NA,19,19,NA,21,NA,21,21,1,2,7,2,NA,NA,NA,NA,NA,NA,8,3,2,2,3,4,3,3,4,1,2,1,1,1,1,2,1,1,3,3,4,2,3,5,50,10,4
1,2,1,39,2,2,4,3,5,5,1,1321,64,65.42,41,3,2,NA,1,NA,NA,19,19,NA,23,NA,23,23,1,1,7,5,NA,NA,NA,NA,NA,NA,6,3,2,2,2,1,4,4,3,1,1,2,1,3,1,1,1,2,1,2,2,3,3,4,90,7,3
1,1,2,34,2,1,4,5,5,7,1,2330,62.63,82.41,40,1,NA,NA,5,1,3100,NA,19,6000,NA,6000,NA,24,1,1,4,1,2018,3,4,2,NA,1,8,4,4,NA,3,3,2,2,3,2,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,100,8,6
2,1,2,77,5,15,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,15,15,NA,NA,NA,15,15,2,NA,3,4,NA,NA,1,NA,2,2,2,2,3,2,1,2,2,3,3,1,1,2,2,NA,1,1,1,2,5,5,2,4,3,1,140,5,2
2,1,1,27,1,6,3,5,5,7,1,2330,62.63,82.41,25,1,2,NA,5,2,1500,NA,13,NA,NA,1500,NA,13,2,NA,4,3,2020,1,5,NA,1,1,8,4,4,NA,1,2,3,1,4,2,2,NA,2,NA,1,2,2,1,2,NA,NA,NA,NA,NA,140,9,3
1,1,1,50,3,1,4,5,4,4,4,NA,NA,NA,NA,NA,NA,1,5,2,1860,NA,14,NA,NA,1860,NA,14,2,NA,4,4,NA,NA,NA,NA,NA,NA,8,3,3,2,2,3,2,3,3,3,1,2,1,2,1,1,1,1,2,3,3,2,2,4,80,2,2
1,1,2,NA,NA,6,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,1,NA,NA,2,2,2,1,2,3,3,4,3,5,60,8,6
1,1,1,27,1,7,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,4,9000,27,NA,1,NA,1,7,3,3,2,3,3,2,2,3,3,2,1,2,NA,2,2,1,1,2,2,3,2,4,3,30,7,3
1,1,2,31,2,8,4,5,5,6,2,3343,48.81,54.55,30,1,NA,NA,1,NA,NA,14,14,NA,21,NA,21,21,1,2,7,3,9000,31,NA,2,NA,2,9,3,2,1,3,1,3,4,3,1,1,1,1,2,1,NA,2,2,2,2,2,3,3,4,50,5,4
1,1,2,57,3,8,4,3,3,3,2,3221,44,56,20.5,1,NA,NA,1,NA,NA,11,11,NA,NA,NA,11,11,2,NA,6,2,1990,31,2,2,NA,2,8,3,3,NA,2,2,4,3,3,1,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,50,8,6
1,1,1,85,5,11,4,3,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,22,22,NA,22,NA,22,22,1,1,7,2,1957,64,6,1,NA,2,8,4,3,NA,3,3,1,3,2,2,1,NA,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,50,10,6
2,1,2,67,4,17,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,NA,16,NA,16,16,1,1,7,2,9000,67,NA,NA,1,1,7,3,2,2,2,3,4,3,1,2,2,1,1,2,1,2,1,1,2,3,3,3,3,4,160,NA,5
2,1,2,73,4,12,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,14,14,NA,NA,NA,14,14,2,NA,3,4,NA,NA,NA,NA,NA,NA,9,3,3,1,2,3,4,3,2,2,1,2,1,2,NA,2,2,NA,1,5,4,1,2,3,120,4,2
1,1,2,78,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,17,NA,17,17,1,1,7,4,NA,NA,NA,NA,NA,NA,9,3,3,1,2,3,3,3,2,2,1,2,1,2,1,1,2,2,2,3,3,4,3,3,50,8,6
2,3,2,53,3,95,NA,1,1,1,1,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,3,3,3,1,1,2,1,3,2,2,1,1,4,2,2,4,3,5,112,10,7
2,1,2,60,4,14,1,4,5,5,1,3411,54.17,57,40,1,NA,NA,1,NA,NA,20,20,NA,24,NA,24,24,1,1,7,2,1984,37,4,NA,2,2,10,4,3,NA,2,2,4,4,3,2,1,NA,1,3,2,2,2,2,3,NA,NA,NA,NA,NA,150,8,6
1,1,1,44,2,NA,NA,2,3,3,4,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,8,NA,8,8,1,2,7,1,NA,NA,NA,NA,NA,NA,5,4,3,2,1,1,NA,NA,3,3,1,NA,1,1,NA,2,NA,1,3,3,2,3,3,3,111,10,7
1,1,1,60,4,15,2,3,3,3,1,9329,21.08,16.36,35,1,NA,NA,1,NA,NA,16,16,NA,19,NA,19,19,1,1,4,3,1989,32,6,1,NA,1,9,3,3,1,2,2,2,2,3,2,3,1,1,2,1,1,1,1,3,3,3,4,2,5,60,7,3
1,1,2,62,4,9,4,4,4,4,1,3313,43.81,55.25,35.5,NA,5,NA,5,2,3000,NA,19,NA,NA,3000,NA,19,2,NA,5,2,2014,7,5,2,NA,1,9,3,3,NA,2,1,3,4,3,2,1,NA,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,60,10,7
2,1,2,77,5,16,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,1968,53,1,NA,NA,2,10,3,4,1,2,2,2,1,3,1,1,2,2,NA,2,2,1,1,4,5,5,3,4,5,150,3,3
1,1,2,48,3,4,4,5,5,7,1,1342,73.51,65.01,22,1,NA,NA,1,NA,2000,NA,15,5500,NA,5500,NA,23,1,3,7,1,9000,48,NA,2,NA,2,8,4,3,NA,3,2,4,4,4,1,1,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,40,10,7
1,1,2,59,3,7,4,3,3,3,3,NA,NA,NA,NA,NA,NA,4,1,NA,800,NA,7,NA,19,NA,19,19,1,1,7,4,9000,59,NA,2,NA,2,9,3,2,NA,3,4,4,4,3,2,2,NA,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,30,9,3
2,1,2,60,4,14,1,3,5,5,1,5141,32,31.08,60,NA,NA,NA,4,1,NA,13,13,NA,NA,NA,NA,NA,1,1,6,3,2000,21,1,NA,2,2,10,3,4,1,2,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,5,1,1,5,130,4,4
1,1,1,68,4,2,4,5,5,7,3,NA,NA,NA,NA,NA,NA,2,4,1,1300,NA,11,2800,NA,2800,NA,18,1,2,5,5,2004,17,1,1,NA,1,4,3,1,2,2,2,4,3,4,2,2,2,1,3,1,2,1,1,2,3,3,3,3,2,90,3,3
1,1,2,50,3,95,NA,1,1,1,1,9329,21.08,16.36,34,1,4,NA,1,NA,NA,10,10,NA,19,NA,19,19,1,1,7,4,NA,NA,NA,NA,NA,NA,8,2,2,NA,2,2,3,3,3,2,2,1,1,2,1,2,2,1,3,3,3,3,3,5,90,4,2
1,1,2,19,1,6,4,7,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,3,1,1,2,2,1,NA,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,60,9,3
2,1,2,67,4,12,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,17,NA,17,17,1,1,3,3,9000,67,NA,NA,1,2,6,3,2,NA,2,1,4,3,3,2,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,120,10,4
1,1,2,42,2,8,4,4,5,5,1,3343,48.81,54.55,45.5,1,NA,NA,4,1,NA,19,19,NA,24,NA,24,24,1,4,7,4,2013,8,1,NA,NA,1,7,4,3,NA,1,3,3,4,3,3,1,NA,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,50,9,4
2,1,1,63,4,16,1,3,3,3,1,8342,32,24.45,44.5,1,NA,NA,4,2,NA,16,16,NA,19,NA,19,19,1,1,7,4,9000,63,NA,NA,2,2,10,2,2,2,1,4,4,2,3,2,2,1,1,1,1,1,1,1,2,3,5,2,3,5,150,4,1
2,1,2,56,3,14,1,3,3,3,2,9112,20,14.21,30,1,NA,NA,1,NA,NA,9,9,NA,16,NA,16,16,1,1,7,3,9000,56,NA,NA,2,2,8,2,2,1,2,1,3,2,3,2,2,1,1,1,1,1,1,1,3,5,3,1,4,5,130,2,2
1,1,2,33,2,1,4,5,5,7,1,2161,63.19,79.74,42,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,3,3,2,2,2,1,1,1,1,2,2,2,1,1,2,3,3,3,3,80,10,6
1,1,1,72,4,8,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,21,21,NA,NA,NA,NA,NA,1,1,7,4,1978,43,1,1,NA,1,9,3,3,2,3,1,4,4,4,2,2,2,1,3,1,2,1,1,3,4,3,2,3,4,50,3,3
2,1,2,74,4,17,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,4,9000,74,NA,NA,2,2,9,1,2,NA,4,1,4,4,4,3,3,NA,1,1,1,1,1,2,4,NA,NA,NA,NA,NA,160,3,3
1,1,1,38,2,16,2,5,5,6,1,2511,51,74.66,40,1,NA,NA,5,2,NA,18,18,NA,NA,NA,18,18,2,NA,4,1,2017,4,1,1,NA,1,9,3,2,NA,3,4,2,2,2,2,1,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,80,10,7
2,1,2,51,3,7,3,5,4,4,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,NA,NA,NA,NA,NA,NA,9,3,3,1,3,4,4,2,2,2,1,1,1,2,1,2,2,NA,2,3,4,3,3,5,150,8,6
1,1,2,77,5,8,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,11,11,NA,NA,NA,11,11,2,NA,7,3,1970,51,4,2,NA,2,8,3,3,NA,2,3,3,2,2,1,1,NA,1,3,2,2,2,2,3,NA,NA,NA,NA,NA,60,4,3
1,1,2,72,4,10,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,14,NA,14,14,1,1,7,3,NA,NA,NA,NA,NA,NA,8,3,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,3,4,3,3,4,3,100,7,3
1,1,2,61,4,6,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,17,17,NA,21,NA,21,21,1,1,7,2,NA,NA,NA,NA,NA,NA,3,3,2,1,4,4,4,1,1,2,1,1,1,2,2,2,2,1,5,4,4,2,4,5,60,8,6
2,1,2,71,4,15,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,19,NA,19,19,1,1,7,4,1997,24,1,NA,2,2,9,2,4,NA,1,2,3,2,3,1,3,NA,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,140,9,3
1,1,1,73,4,1,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,1997,24,5,2,NA,2,9,4,3,NA,3,3,3,3,3,2,2,NA,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,10,7,3
2,1,1,38,2,14,1,3,3,3,1,7213,33.02,25.51,47,NA,5,NA,6,NA,NA,14,14,NA,20,NA,20,20,1,2,7,2,2020,1,1,NA,2,1,5,3,2,NA,4,1,3,2,3,1,2,NA,2,NA,1,1,1,1,3,NA,NA,NA,NA,NA,120,9,4
1,1,2,40,2,2,4,4,5,7,2,3412,49,52.72,32.5,1,3,NA,4,2,NA,14,14,NA,15,NA,15,15,1,1,4,3,NA,NA,NA,NA,NA,NA,9,3,3,1,2,3,2,4,3,1,1,2,1,3,1,2,1,2,3,2,3,2,2,3,90,7,4
1,1,1,68,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,2400,NA,16,2400,NA,2400,NA,16,1,1,7,3,1992,29,1,1,NA,1,7,3,2,1,2,2,3,3,3,2,3,1,1,2,1,2,1,1,3,2,3,4,3,2,50,9,4
2,1,1,60,4,15,1,3,5,5,1,3122,45.94,40.54,37.5,1,NA,NA,1,NA,NA,15,15,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,7,2,NA,2,3,2,4,4,4,1,2,NA,2,NA,1,1,1,1,4,2,3,3,4,5,140,10,7
1,1,2,59,3,9,4,5,5,5,2,3313,43.81,55.25,31,1,3,NA,5,2,NA,16,16,NA,NA,NA,16,16,2,NA,4,2,NA,NA,NA,NA,NA,NA,9,3,3,2,2,2,4,4,3,2,2,2,1,2,1,2,1,2,2,2,4,2,3,4,60,8,6
1,1,1,74,4,9,4,5,6,8,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,24,24,NA,24,NA,24,24,1,1,7,3,9000,74,NA,1,NA,2,10,4,3,NA,2,2,4,4,4,2,3,NA,1,3,1,2,2,2,2,NA,NA,NA,NA,NA,70,6,5
1,1,2,28,1,7,4,5,4,4,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,3000,NA,3000,NA,19,1,3,1,4,NA,NA,NA,NA,NA,NA,7,3,3,2,2,3,3,3,NA,2,2,1,2,NA,1,2,1,1,3,3,3,3,3,4,40,10,7
1,1,2,42,2,8,4,5,6,8,1,1342,73.51,65.01,40,1,NA,NA,4,2,5000,NA,23,NA,NA,5000,NA,23,2,NA,4,1,2002,19,5,2,NA,2,8,4,4,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,1,4,3,3,3,3,50,10,7
1,1,1,57,3,11,4,5,5,7,1,2152,65,80.75,42,1,NA,NA,1,NA,NA,22,22,6500,NA,6500,NA,24,1,1,7,2,NA,NA,NA,NA,NA,NA,8,5,3,2,3,3,2,2,4,2,2,2,1,3,NA,2,2,2,2,4,4,3,3,4,10,7,3
2,1,1,43,2,13,1,5,5,6,1,1211,49,73.38,40,1,NA,NA,5,1,2900,NA,18,4800,NA,4800,NA,22,1,2,7,3,NA,NA,NA,NA,NA,NA,8,4,3,2,3,3,2,2,2,2,2,1,1,2,1,1,1,1,2,2,4,3,3,5,120,5,2
1,1,1,71,4,8,4,2,3,3,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,15,NA,15,15,1,1,7,2,1982,39,2,2,NA,2,7,3,3,NA,2,4,2,1,2,1,1,NA,1,2,1,2,2,2,3,NA,NA,NA,NA,NA,10,9,4
2,1,1,67,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,19,NA,19,19,1,1,7,2,NA,NA,NA,NA,NA,NA,10,3,2,1,1,4,3,2,3,4,2,1,1,1,1,1,1,1,1,5,5,1,2,5,150,7,5
1,3,2,41,2,1,4,5,3,3,1,1321,64,65.42,40,1,NA,NA,5,2,NA,14,14,NA,NA,NA,NA,NA,1,1,4,4,1999,22,1,1,NA,1,8,3,2,NA,3,2,3,3,3,2,2,NA,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,80,9,3
1,1,1,38,2,11,4,5,5,6,1,1420,45.13,51.56,50,3,NA,NA,5,1,6000,NA,24,9000,NA,9000,NA,25,1,1,4,4,2020,1,3,2,NA,1,7,4,3,1,1,4,1,1,1,4,3,1,1,1,1,1,1,1,1,2,3,3,3,4,80,3,3
2,1,1,84,5,12,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,12,12,NA,NA,NA,12,12,2,NA,3,1,1948,73,5,NA,1,2,5,2,2,NA,3,3,2,2,3,2,2,NA,1,3,2,2,1,2,3,NA,NA,NA,NA,NA,112,10,7
1,3,2,32,2,95,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,4,1,NA,6,6,NA,19,NA,19,19,1,3,1,3,NA,NA,NA,NA,NA,NA,6,NA,2,1,2,3,2,1,3,1,2,1,1,3,1,1,1,1,3,2,2,3,3,2,60,4,3
1,1,2,63,4,6,4,3,3,3,2,NA,NA,NA,20.5,NA,NA,NA,1,NA,NA,8,8,NA,19,NA,19,19,1,1,7,3,2003,18,1,2,NA,1,7,2,2,NA,3,3,4,4,4,2,2,NA,NA,NA,1,2,1,1,3,NA,NA,NA,NA,NA,70,8,3
1,1,1,73,4,3,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,5000,NA,23,8000,NA,8000,NA,25,1,1,7,2,1977,44,1,2,NA,2,2,5,3,1,4,4,2,2,2,3,1,1,1,1,2,2,2,2,2,4,3,2,2,4,50,10,7
2,1,1,31,2,15,1,5,5,7,1,3512,53,62.45,42,1,5,NA,5,1,NA,16,16,NA,20,NA,20,20,1,1,4,2,2020,1,1,NA,1,2,8,3,2,NA,3,2,3,3,4,2,2,NA,1,3,1,2,2,2,2,NA,NA,NA,NA,NA,140,NA,NA
2,1,1,60,4,13,1,5,4,4,1,7413,36,39.45,41,1,NA,NA,1,NA,1800,NA,14,3500,NA,3500,NA,20,1,1,7,4,1998,23,1,NA,2,2,7,2,2,NA,3,3,2,4,3,3,2,NA,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,120,4,2
1,1,1,51,3,2,4,4,5,7,1,1221,52,71.39,60,NA,4,NA,4,1,1200,NA,10,3800,NA,3800,NA,20,1,2,4,2,2014,7,2,2,NA,1,8,1,1,2,3,2,4,3,3,1,2,1,1,2,1,2,1,1,4,2,2,3,3,3,90,10,4
2,1,1,25,1,16,1,4,4,4,1,3258,49.87,53.15,40,1,NA,NA,5,1,NA,15,15,NA,19,NA,19,19,1,1,4,1,9000,25,NA,NA,1,2,10,2,3,2,2,4,3,4,4,2,1,1,1,3,1,1,1,2,1,4,5,2,2,5,150,8,6
2,1,2,74,4,15,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,15,NA,15,15,1,1,4,1,2020,1,1,NA,2,2,4,3,2,2,1,2,2,2,3,1,2,1,2,NA,1,2,1,1,3,4,4,2,3,5,140,8,6
2,1,1,62,4,16,1,3,3,3,1,8332,33,25.95,50,1,NA,NA,1,NA,NA,17,17,NA,19,NA,19,19,1,1,6,3,1972,49,5,NA,2,2,3,2,3,NA,2,3,2,2,NA,NA,NA,NA,1,1,2,2,1,1,3,NA,NA,NA,NA,NA,130,4,4
1,1,1,57,3,8,4,2,3,3,1,4323,32.49,41.27,40,1,NA,NA,1,NA,NA,14,14,NA,16,NA,16,16,1,1,4,3,1973,48,1,1,NA,2,8,3,2,2,3,2,2,2,4,1,4,2,1,3,1,1,1,1,3,2,2,2,3,5,50,4,4
2,1,2,81,5,12,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,12,12,NA,NA,NA,12,12,2,NA,4,2,1975,46,2,NA,2,2,10,3,3,NA,1,3,4,3,4,1,2,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,112,10,7
2,1,2,82,5,15,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,4,1975,46,1,NA,2,2,8,3,3,1,2,3,2,3,4,1,2,2,1,3,1,2,1,2,4,4,3,2,3,3,140,NA,NA
1,1,2,60,4,8,4,3,2,2,1,8219,39.34,24.68,35,3,NA,NA,1,NA,NA,12,12,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,4,4,4,2,2,2,1,3,1,1,1,1,5,2,2,4,4,3,50,7,4
1,1,2,76,5,7,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,NA,NA,NA,NA,NA,1,1,4,3,1968,53,1,1,NA,2,9,3,3,NA,2,2,3,3,3,1,1,NA,1,2,1,2,2,2,3,NA,NA,NA,NA,NA,30,5,4
1,1,1,71,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,11,11,NA,NA,NA,11,11,2,NA,4,3,2020,1,1,2,NA,2,8,2,2,1,2,3,2,2,3,1,2,2,2,NA,1,1,1,1,3,5,5,2,3,5,50,4,4
1,1,1,27,1,8,4,3,3,3,1,7223,37.87,28.7,35,1,2,NA,5,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,1,NA,NA,NA,NA,NA,NA,8,2,3,2,NA,4,4,4,4,1,2,1,1,2,1,1,1,1,1,3,3,2,3,4,50,10,6
1,1,2,30,2,1,4,3,3,3,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,4,4,NA,23,NA,23,23,1,3,4,3,9000,30,NA,2,NA,2,8,3,3,2,3,4,2,2,3,2,1,1,1,2,1,2,1,1,1,4,5,2,2,5,80,3,3
1,1,1,54,3,11,4,5,5,7,1,2320,57,72.3,45,1,NA,NA,2,1,5000,NA,23,8000,NA,8000,NA,25,1,2,4,3,1996,25,3,2,NA,2,7,4,3,NA,3,2,3,1,3,1,2,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,10,8,5
1,1,1,57,3,7,4,5,5,5,1,3341,48.81,62.13,40,1,NA,NA,4,1,2008,NA,15,5000,NA,5000,NA,23,1,1,1,1,2001,20,1,1,NA,1,8,3,4,NA,2,1,2,2,2,1,1,NA,1,2,2,2,2,1,3,NA,NA,NA,NA,NA,30,8,6
1,1,1,60,4,6,4,4,5,5,1,3122,45.94,40.54,40.5,1,NA,NA,1,NA,NA,18,18,NA,22,NA,22,22,1,1,7,2,2006,15,1,2,NA,2,8,3,3,NA,3,1,4,3,3,4,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,60,10,7
2,1,1,24,1,15,1,3,3,3,1,7222,39.96,33.16,40,1,NA,NA,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,7,3,9000,24,NA,NA,2,2,8,2,3,1,2,3,4,4,3,1,1,1,2,NA,2,1,1,2,2,4,4,2,3,3,140,7,4
1,1,2,48,3,13,2,5,5,6,1,2423,55.8,68.55,35,1,NA,NA,1,NA,NA,19,19,NA,24,NA,24,24,1,1,7,4,2007,14,1,1,NA,1,8,4,3,1,3,3,3,3,2,3,1,1,1,1,2,2,2,2,2,2,3,2,2,4,80,5,2
1,1,1,67,4,2,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13,13,NA,20,NA,20,20,1,1,7,4,1976,45,1,2,NA,1,5,2,2,2,2,3,3,3,4,1,2,2,1,3,1,2,1,2,3,3,4,3,3,3,90,4,3
1,1,1,60,4,7,4,3,3,3,1,8344,28,18.08,37.5,1,NA,NA,1,NA,NA,16,16,NA,18,NA,18,18,1,1,4,3,9000,60,NA,2,NA,1,8,2,2,2,2,1,1,2,3,1,2,2,1,3,1,1,1,1,3,2,4,2,2,5,30,3,3
1,1,1,64,4,2,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,4,3,4,2,2,1,1,3,1,1,1,1,5,3,3,4,4,4,90,7,3
2,1,1,74,4,16,1,5,6,8,2,2212,78.01,81.92,30,NA,NA,NA,1,NA,NA,24,24,NA,24,NA,24,24,1,1,4,1,9000,74,NA,NA,2,2,NA,3,3,NA,3,2,3,3,3,2,2,NA,1,2,1,1,1,2,4,NA,NA,NA,NA,NA,150,8,6
1,1,1,23,1,1,4,1,2,2,2,7412,38,36.92,36,NA,NA,NA,5,1,NA,22,22,NA,23,NA,23,23,1,NA,3,3,NA,NA,NA,NA,NA,NA,7,3,NA,NA,3,3,2,NA,3,NA,2,1,1,2,1,2,NA,NA,2,3,5,2,3,2,80,10,6
1,1,2,62,4,2,4,3,3,3,1,3359,54.64,64.4,32.5,1,4,NA,3,2,NA,13,13,NA,NA,NA,13,13,2,NA,4,3,NA,NA,NA,NA,NA,NA,7,2,2,2,1,2,NA,NA,3,2,2,1,2,NA,1,1,1,1,2,3,2,4,4,3,90,7,3
1,1,2,68,4,7,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,2,9000,68,NA,NA,NA,NA,7,3,2,2,2,2,3,2,2,2,2,2,2,NA,2,1,1,1,4,4,4,2,4,5,30,8,6
2,1,1,66,4,12,1,2,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,21,NA,21,21,1,1,7,3,9000,66,NA,NA,2,2,8,2,2,NA,2,3,2,4,2,1,2,NA,1,2,2,2,2,1,3,NA,NA,NA,NA,NA,120,9,4
2,1,1,20,1,12,1,5,3,3,3,NA,NA,NA,NA,NA,NA,6,5,2,720,NA,6,NA,21,NA,21,21,1,4,4,1,NA,NA,NA,NA,NA,NA,8,4,3,2,3,2,4,3,3,1,1,2,1,3,2,2,2,2,2,3,3,2,3,4,112,10,7
2,1,1,58,3,13,1,2,3,3,1,8332,33,25.95,65.5,1,3,NA,NA,NA,NA,14,14,NA,17,NA,17,17,1,1,3,1,9000,58,NA,NA,2,2,5,2,2,NA,1,1,1,1,2,1,4,NA,2,NA,1,1,1,1,3,NA,NA,NA,NA,NA,112,10,7
1,1,1,57,3,2,4,2,3,3,1,7126,34.01,29.16,39.5,1,NA,NA,1,NA,NA,16,16,NA,21,NA,21,21,1,2,7,4,1965,56,2,2,NA,2,8,2,2,1,3,4,3,3,3,3,1,1,1,2,1,2,1,2,3,3,3,3,3,3,90,7,3
1,1,2,65,4,2,4,3,3,3,3,NA,NA,NA,NA,NA,NA,2,3,1,NA,11,11,NA,NA,NA,11,11,2,NA,4,4,2011,10,1,2,NA,2,8,2,2,2,3,2,2,3,3,1,2,2,1,2,1,2,1,1,3,5,3,2,3,3,90,9,2
1,1,1,45,3,9,4,2,3,3,4,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,NA,12,NA,12,12,1,3,4,3,NA,NA,NA,NA,NA,NA,4,1,3,2,2,1,4,4,4,1,1,2,1,3,1,NA,1,1,3,5,4,2,5,4,70,3,3
1,1,2,31,2,2,4,5,6,8,1,2310,78.16,85.41,45,3,NA,NA,1,NA,NA,16,16,NA,21,NA,21,21,1,1,4,3,2009,12,2,2,NA,1,6,4,3,NA,3,1,3,4,4,2,2,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,90,8,5
1,1,2,50,3,9,4,5,4,4,2,4221,43,49.3,17,1,NA,NA,1,NA,NA,8,8,NA,23,NA,23,23,1,3,7,3,NA,NA,NA,NA,NA,NA,8,3,4,1,3,2,3,4,3,1,1,2,1,3,2,2,1,1,1,5,3,2,3,4,70,3,3
